,titulo_anuncio,tipo_alojamineto,numero_personas,n_dormitorios,nunmero_camas,nunmero_banos,comunidad,url,valoracion,n_evaluaciones,precio
528,"El Choco, un rincón en el paraíso. V.V 435AS",casa de invitados,2 viajeros,1 dormitorio,1 cama,"1,5 baños",asturias,https://www.airbnb.es/rooms/998538?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-21&check_out=2023-09-26&source_impression_id=p3_1691085494_K8lU4hEsqxA8dmzY&previous_page_section_name=1000&federated_search_id=f88be479-1047-4f45-baf9-e492fad3e12c,"4,88",456,120€
529,Apartamento con balcón (2),apto,2 viajeros,1 dormitorio,1 cama,1 baño,navarra,https://www.airbnb.es/rooms/24331684?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-10&check_out=2023-09-15&source_impression_id=p3_1691085715_vqexP%2Fv6ecGwhsJQ&previous_page_section_name=1000&federated_search_id=56966045-f5af-4a4f-8d06-633587c2fd56,"4,84",83,60€
530,Cómoda habitación privada,,,,,,madrid,https://www.airbnb.es/rooms/823742677373423120?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-04&check_out=2023-08-11&source_impression_id=p3_1691086056_PX%2F1Ps2WCDPS4RPt&previous_page_section_name=1000&federated_search_id=7271927e-f2e8-462d-bf04-a7a8fb362da9,,,
531,Cómoda habitación con baño priv.,Brian,2 viajeros,1 dormitorio,2 camas,1 baño,navarra,https://www.airbnb.es/rooms/920257508284622426?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-04&check_out=2023-08-11&source_impression_id=p3_1691085728_sFQlN%2BP7dtPVrLqS&previous_page_section_name=1000&federated_search_id=b498fda4-4a78-4059-b4ca-275b73c5a549,2,evaluaciones,36€
532,"Luxury Appartement, Patio, Cold AC, WiF, Parking",piso,5 viajeros,2 dormitorios,5 camas,1 baño,melilla,https://www.airbnb.es/rooms/691721287143231049?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-23&check_out=2023-08-29&source_impression_id=p3_1691086598_1qr5JgN2wOKde%2Bti&previous_page_section_name=1000&federated_search_id=cd78fc61-8e93-4c36-8a9c-27787f9dbac0,"4,50",10,42€
533,CENTRO DE APARTAMENTO,piso,4 viajeros,2 dormitorios,3 camas,1 baño,murcia,https://www.airbnb.es/rooms/22737827?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-25&check_out=2023-08-30&source_impression_id=p3_1691086303_y3hxGICeokDO4%2BDM&previous_page_section_name=1000&federated_search_id=5fa4b39f-2c59-4f96-bb64-6da22f242341,"4,72",241,53€
534,"Coqueta habitación, pleno centro",,,,,,la_rioja,https://www.airbnb.es/rooms/908637335170184583?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-04&check_out=2023-08-09&source_impression_id=p3_1691085775_UWNLU2aFstlAS0IJ&previous_page_section_name=1000&federated_search_id=3e2967f0-fc2d-47b9-9dde-05091ae955ee,,,
535,Moderna habitación con baño privado en Olite,,,,,,navarra,https://www.airbnb.es/rooms/886695536577045007?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-30&check_out=2023-09-04&source_impression_id=p3_1691085715_js1HKLX8jRh8YQpi&previous_page_section_name=1000&federated_search_id=56966045-f5af-4a4f-8d06-633587c2fd56,,,
536,habitación 2 camas individuales,,,,,,cataluña,https://www.airbnb.es/rooms/876599331914045031?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-13&check_out=2023-08-18&source_impression_id=p3_1691085941_XpgESETYwrPVnPjr&previous_page_section_name=1000&federated_search_id=4c4ea3fe-de6e-4fb5-bbbf-abb37734e0ea,,,
537,Casa completa en bergondo,vivienda,7 viajeros,4 dormitorios,7 camas,3 baños,galicia,https://www.airbnb.es/rooms/947933965026199835?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-22&check_out=2023-08-27&source_impression_id=p3_1691085415_OXhFeaByp8Qc9Pah&previous_page_section_name=1000&federated_search_id=e6105bea-ebe9-43bc-9808-8d335f0b0f11,,,
538,Suites deLuxe en La Casa de La Vieja en Belmonte,Mª José,2 viajeros,1 dormitorio,1 cama,1 baño privado,castilla_la_mancha,https://www.airbnb.es/rooms/29523529?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-06&check_out=2023-08-11&source_impression_id=p3_1691086232_H5Dse509JQWX9dc9&previous_page_section_name=1000&federated_search_id=7fa2e520-da38-4611-ac23-a14ddf2a38b4,"4,86",7,
539,Casa Unifamiliar Río Martín,piso,3 viajeros,1 dormitorio,2 camas,1 baño,castilla_la_mancha,https://www.airbnb.es/rooms/898558221792969524?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-26&check_out=2023-08-31&source_impression_id=p3_1691086236_OQ71QYrnGkZfC1m0&previous_page_section_name=1000&federated_search_id=378d2f85-9168-4a5a-bf66-a014c0c64f0c,"5,0",4,50€
540,Casa de campo “La luna”,cabaña,2 viajeros,1 dormitorio,1 cama,1 baño,castilla_la_mancha,https://www.airbnb.es/rooms/849873454589856690?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-06&check_out=2023-08-11&source_impression_id=p3_1691086186_ERMwalgPjZ3NYpc9&previous_page_section_name=1000&federated_search_id=f7c6e6d5-8d40-4b0b-9666-c7a42ffb97ee,"4,83",6,
541,Kasa Karmen,piso,4 viajeros,2 dormitorios,2 camas,1 baño,la_rioja,https://www.airbnb.es/rooms/24872205?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-10&check_out=2023-09-15&source_impression_id=p3_1691085752_eKAxyh%2F%2F7EonlXxF&previous_page_section_name=1000&federated_search_id=1ba26053-784a-4178-b2ad-a01a6c971a28,"4,87",301,
542,"Casa rural "" El Patio"" a 5 minutos de Motorland",casa rural,9 viajeros,4 dormitorios,7 camas,2 baños,aragon,https://www.airbnb.es/rooms/14053470?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-26&check_out=2023-10-01&source_impression_id=p3_1691085853_or93nbzVjv4yRx22&previous_page_section_name=1000&federated_search_id=ba022d98-3c62-4067-8336-c263ecc4524d,"4,94",96,
543,Apartamento acogedor en pleno corazón de Urdaibai,piso,5 viajeros,3 dormitorios,3 camas,1 baño,pais_vasco,https://www.airbnb.es/rooms/50112666?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-26&check_out=2023-08-31&source_impression_id=p3_1691085676_jSXvop3P6HDBuFYw&previous_page_section_name=1000&federated_search_id=56e8d30b-333b-4aaa-a513-bb629809d53d,"4,71",52,
544,Apartamento en el centro WiFi,piso,4 viajeros,1 dormitorio,3 camas,1 baño,ceuta,https://www.airbnb.es/rooms/11732167?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-21&check_out=2023-08-26&source_impression_id=p3_1691086486_u60bxY1ZaaAqJ9Od&previous_page_section_name=1000&federated_search_id=bca7212d-1016-48e6-965a-17e319563bf9,"4,57",105,65€
545,Acogedor piso en Centelles,piso,4 viajeros,1 dormitorio,2 camas,1 baño,cataluña,https://www.airbnb.es/rooms/44513293?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-24&check_out=2023-08-31&source_impression_id=p3_1691085924_qTs8T4PsXx4LGNsT&previous_page_section_name=1000&federated_search_id=c03c9b9c-a2ce-4fb0-9e27-34ce978f22e4,"4,92",12,
546,Casa situada a pie de playa,vivienda,2 viajeros,1 dormitorio,1 cama,1 baño,galicia,https://www.airbnb.es/rooms/684873704875655413?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-27&check_out=2023-09-01&source_impression_id=p3_1691085439_cLy6ADPGmmUkK8Cy&previous_page_section_name=1000&federated_search_id=341d5032-57e7-4880-aa07-61633be520b1,"4,60",10,100€
547,Estudio romántico en Beachvilla privada,piso,2 viajeros,1 dormitorio,1 cama,1 baño,andalucia,https://www.airbnb.es/rooms/10487778?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-31&check_out=2023-09-05&source_impression_id=p3_1691086440_vo%2BwiSShHUCqVl5I&previous_page_section_name=1000&federated_search_id=d09aabae-4ea1-48c2-b74a-6e1cfaeece39,"4,68",132,134€
548,Suite con jardín y terraza - Santillana y playas,vivienda,2 viajeros,1 dormitorio,2 camas,1 baño,cantabria,https://www.airbnb.es/rooms/602123028616684924?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-25&check_out=2023-08-31&source_impression_id=p3_1691085597_YZxlQVd7N2c674%2Fh&previous_page_section_name=1000&federated_search_id=38df2e61-481e-4b91-98de-a36ed2f715ac,"4,83",12,
549,,,,,,,baleares,https://www.airbnb.es/rooms/908108604217607982?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-26&check_out=2023-08-31&source_impression_id=p3_1691086649_5LqLlowFOWknvyac&previous_page_section_name=1000&federated_search_id=b1308137-9ad7-46c4-affa-cddb405cec45,,,
550,Loft con encanto,loft,3 viajeros,Estudio,2 camas,1 baño,valencia,https://www.airbnb.es/rooms/51282432?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-23&check_out=2023-09-28&source_impression_id=p3_1691085325_HoxT9S10w87JB8nI&previous_page_section_name=1000&federated_search_id=3c2c32f9-e204-49ea-96e9-ed6af4ce4871,"4,70",27,79€
551,relajarse,piso,1 viajero,1 dormitorio,1 cama,"1,5 baños",pais_vasco,https://www.airbnb.es/rooms/947249085186135545?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-09&check_out=2023-08-14&source_impression_id=p3_1691085609_WwxSXieS78ewLItn&previous_page_section_name=1000&federated_search_id=7a7a2c66-c278-4113-8cf2-ec5e834e86a4,,,
552,Habitación Zoe Barrika Beach,,,,,,pais_vasco,https://www.airbnb.es/rooms/912390449058131494?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-15&check_out=2023-08-20&source_impression_id=p3_1691085672_7mGmVT8Gb1WA%2B4IY&previous_page_section_name=1000&federated_search_id=af0c58d0-857c-4237-ba49-44879f9a741c,,,
553,Hermosa cabaña en una tranquila granja de olivos,cabaña,4 viajeros,1 dormitorio,4 camas,1 baño,cataluña,https://www.airbnb.es/rooms/48616719?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-28&check_out=2023-09-02&source_impression_id=p3_1691085915_sGG7DwbN3vtgVlLR&previous_page_section_name=1000&federated_search_id=c7d28109-dd8c-47a5-a71d-7c0ad3858f19,"4,86",57,
554,Acogedor apartamento en el centro de Estella,piso,5 viajeros,3 dormitorios,4 camas,1 baño,navarra,https://www.airbnb.es/rooms/37178846?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-24&check_out=2023-09-29&source_impression_id=p3_1691085707_dU6k4DjJ59mGZQfx&previous_page_section_name=1000&federated_search_id=135e53ea-3e99-47ea-87c0-062c82121ded,"4,85",133,80€
555,Dúplex independiente con encanto,Santiago,3 viajeros,1 dormitorio,2 camas,"1,5 baños",extremadura,https://www.airbnb.es/rooms/858075363419656789?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-06&check_out=2023-08-11&source_impression_id=p3_1691086398_iSfrIlIAzxUL4RE2&previous_page_section_name=1000&federated_search_id=f2cb83dc-d7c3-4b43-bb23-2c37d1a339df,"4,57",7,70€
556,Casa de la Cabra,casa rural,2 viajeros,1 dormitorio,1 cama,"1,5 baños",castilla_la_mancha,https://www.airbnb.es/rooms/31398410?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-03&check_out=2023-08-10&source_impression_id=p3_1691086204_xyvxP8trJkhlUCYQ&previous_page_section_name=1000&federated_search_id=52c46078-d656-4620-bd52-34359b851775,"4,79",33,
557,Casa de Montaña en zona ALFA ciclista,vivienda,5 viajeros,3 dormitorios,3 camas,1 baño,castilla_y_leon,https://www.airbnb.es/rooms/857895507207960736?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-25&check_out=2023-09-01&source_impression_id=p3_1691086017_tyDXcoJslNz4kWxk&previous_page_section_name=1000&federated_search_id=8a45eb79-1601-4fac-b762-d4a4b5548806,"4,83",6,
558,Apartamento caprichoso en Torrecilla en Cameros,apto,4 viajeros,1 dormitorio,2 camas,1 baño,castilla_y_leon,https://www.airbnb.es/rooms/50655682?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-28&check_out=2023-09-02&source_impression_id=p3_1691086029_b7GacE9VGGyVf0cI&previous_page_section_name=1000&federated_search_id=c6b611c9-94f0-4797-89a3-cbf8f10fa52b,"4,86",28,67€
559,Apartado y cerca de todo,piso,4 viajeros,2 dormitorios,3 camas,1 baño,pais_vasco,https://www.airbnb.es/rooms/943277394611531564?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-22&check_out=2023-08-27&source_impression_id=p3_1691085652_KZ0Lgsikmlc9qP08&previous_page_section_name=1000&federated_search_id=8ff9367c-5c5d-4896-ac59-bce6db020d4d,1,evaluación,124€
560,Coqueto estudio en pleno centro. Con WIFI,piso,2 viajeros,1 dormitorio,1 cama,1 baño,extremadura,https://www.airbnb.es/rooms/45784244?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-28&check_out=2023-09-02&source_impression_id=p3_1691086398_zTPohgAAWXWAmBID&previous_page_section_name=1000&federated_search_id=f2cb83dc-d7c3-4b43-bb23-2c37d1a339df,"4,53",168,60€
561,Céntrico apartamento completo en Valencia,piso,2 viajeros,1 dormitorio,1 cama,"1,5 baños",valencia,https://www.airbnb.es/rooms/939205395929250629?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-03&check_out=2023-09-08&source_impression_id=p3_1691085358_Afu9o25DSAAysG9e&previous_page_section_name=1000&federated_search_id=d6f09f65-7698-44e4-8541-78e91e3a240c,,,
562,Nador Hay Al Matar,piso,4 viajeros,2 dormitorios,3 camas,1 baño,melilla,https://www.airbnb.es/rooms/906549182822526386?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-03&check_out=2023-08-08&source_impression_id=p3_1691086606_KCYsSohQVYkTg5TN&previous_page_section_name=1000&federated_search_id=e9d281e6-3f1c-4ca2-b24e-be771f1b5143,,,
563,Precioso apartento recién reformado.,,,,,,castilla_la_mancha,https://www.airbnb.es/rooms/617116289852346553?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-03&check_out=2023-08-08&source_impression_id=p3_1691086244_jIUGvU24yV5lyvhK&previous_page_section_name=1000&federated_search_id=39cbfae6-f721-4263-a31e-4869c5a4f1f2,,,
564,Habitación privada en Jaén centro (con piano),,,,,,andalucia,https://www.airbnb.es/rooms/17250900?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-09&check_out=2023-08-15&source_impression_id=p3_1691086436_NW7T8b0pNiT1Rmk%2B&previous_page_section_name=1000&federated_search_id=380b503c-6271-433c-acd7-b4d90eb22511,,,
565,Reformado y bonito apartamento en Carcar,piso,5 viajeros,2 dormitorios,4 camas,1 baño,navarra,https://www.airbnb.es/rooms/557835961950431565?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-19&check_out=2023-08-24&source_impression_id=p3_1691085724_snKG%2BEGvcAIp3XWt&previous_page_section_name=1000&federated_search_id=e5f2be91-721b-4357-a536-7e5b2017ac8c,"4,78",9,
566,"Casa de campo Molino de Arriba, Salvacañete",casa rural,15 viajeros,5 dormitorios,8 camas,1 baño,aragon,https://www.airbnb.es/rooms/21808999?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-20&check_out=2023-08-25&source_impression_id=p3_1691085865_BanJxCT0uQ%2FguGsT&previous_page_section_name=1000&federated_search_id=58c7cf4e-4087-4c1f-a350-353ce9ffb2fd,"4,65",51,15€
567,Habitación barata cerca de la zona,,,,,,valencia,https://www.airbnb.es/rooms/944005579521529368?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-10&check_out=2023-08-15&source_impression_id=p3_1691085337_pgB7nkN0L8EzBKeJ&previous_page_section_name=1000&federated_search_id=1b8a754b-9a72-48f7-a3cb-a98ba067e1f0,,,
568,VanVerano Ibiza,Simona,2 viajeros,0 baños,,,baleares,https://www.airbnb.es/rooms/926715706903099117?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-09&check_out=2023-10-14&source_impression_id=p3_1691086644_DaXSslf%2FrKku8K8X&previous_page_section_name=1000&federated_search_id=ac150196-9ff1-46ff-a624-f167e087fd4c,,,
569,"Villa Isla de Valdecañas, Sur",vivienda,10 viajeros,4 dormitorios,10 camas,"4,5 baños",extremadura,https://www.airbnb.es/rooms/904154609559677514?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-04&check_out=2023-09-09&source_impression_id=p3_1691086398_jjOWa0%2FAA99Oud12&previous_page_section_name=1000&federated_search_id=f2cb83dc-d7c3-4b43-bb23-2c37d1a339df,"5,0",5,358€
570,KB HOME Puertollano,piso,3 viajeros,1 dormitorio,2 camas,1 baño,castilla_la_mancha,https://www.airbnb.es/rooms/778668060634605438?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-26&check_out=2023-08-31&source_impression_id=p3_1691086212_sKvIg3V4brayi2ZG&previous_page_section_name=1000&federated_search_id=54ae729a-7b87-4966-ae13-abef2f84783f,"4,89",27,47€
571,HABITACION MUY LUMINOSA & COMODA.,,,,,,madrid,https://www.airbnb.es/rooms/22815736?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-05&check_out=2023-08-10&source_impression_id=p3_1691086102_%2BrSiy%2BXBW2qp%2FR5R&previous_page_section_name=1000&federated_search_id=bc7f9b21-13bf-489c-85b4-148ad3231254,,,
572,Casa Dolare a 4 km de Laguardia,piso,2 viajeros,1 dormitorio,1 cama,1 baño,la_rioja,https://www.airbnb.es/rooms/894075934990019064?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-27&check_out=2023-09-01&source_impression_id=p3_1691085791_4GshlIz9FRQin6N%2F&previous_page_section_name=1000&federated_search_id=f36f17f3-857b-4792-bf42-9cb7f4788e6f,1,evaluación,83€
573,Acogedor apartamento con piscina en Ramales,piso,4 viajeros,1 dormitorio,1 cama,1 baño,cantabria,https://www.airbnb.es/rooms/932606311523182044?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-28&check_out=2023-09-02&source_impression_id=p3_1691085597_9q0rZp%2F8C3IUpSUW&previous_page_section_name=1000&federated_search_id=38df2e61-481e-4b91-98de-a36ed2f715ac,"5,0",4,100€
574,Casa rural vacacional,José Luis,4 viajeros,3 dormitorios,3 camas,"2,5 baños",asturias,https://www.airbnb.es/rooms/938401360090175979?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-15&check_out=2023-08-20&source_impression_id=p3_1691085518_FA8GrViu2%2FTpb9yE&previous_page_section_name=1000&federated_search_id=ce6bf819-7ded-4a23-bae0-f778ba28ce81,,,
575,Apartamento Playa de Las Catedrales y Rinlo,vivienda vacacional,3 viajeros,1 dormitorio,2 camas,1 baño,asturias,https://www.airbnb.es/rooms/685544881606724174?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-03&check_out=2023-08-10&source_impression_id=p3_1691085494_ynsOoFivFQqNBhAn&previous_page_section_name=1000&federated_search_id=f88be479-1047-4f45-baf9-e492fad3e12c,,,
576,Alojamiento único en una cabaña ecológica,Caroline,4 viajeros,1 dormitorio,3 camas,1 baño,aragon,https://www.airbnb.es/rooms/703402583975113038?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-27&check_out=2023-09-01&source_impression_id=p3_1691085884_GtJzxknWGAmkYnSU&previous_page_section_name=1000&federated_search_id=415aca3a-0056-44d2-aef3-28d018fdea57,"4,82",22,119€
